"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"110",592859,"Stevie Wilkerson","720","15.3","0.318","0.245","0.279","0.564","0.372","0.307","0.283","35","110","86.6","9.2","2244","89.1","88.78","0","110","0","-0.3","5.99","111","147","110","148","289","318","292"
"119",640458,"Oscar Mercado","573","20.8","0.388","0.198","0.366","0.586","0.416","0.358","0.337","45","116","86.5","10.9","2217","89.4","89.06","0","119","0","-0.3","5.94","104","147","107","143","290","318","287"
"134",445988,"Martin Prado","642","20.9","0.280","0.076","0.271","0.356","0.271","0.291","0.300","37","132","86.5","3.7","2229","89.2","88.78","0","134","0","-0.4","6.06","111","150","116","147","304","315","283"
"54",594988,"Scott Schebler","377","14.3","0.185","0.148","0.154","0.333","0.219","0.244","0.218","10","54","86.5","6.8","2153","88.4","88.15","0","54","0","-0.2","6.12","115","153","120","151","295","318","302"
"180",641343,"Jake Bauers","1162","15.5","0.315","0.236","0.271","0.551","0.362","0.339","0.307","56","178","86.5","12.2","2207","88.7","88.48","0","180","0","-0.2","6.00","113","147","118","149","286","320","300"
"236",605113,"Nick Ahmed","1222","19.3","0.330","0.198","0.298","0.529","0.352","0.339","0.317","75","227","86.5","7.1","2341","88.4","88.04","0","236","0","-0.4","5.97","107","150","110","146","307","324","293"
"239",624428,"Adam Frazier","1151","20.8","0.301","0.127","0.291","0.428","0.310","0.332","0.319","71","236","86.4","11.8","2232","88.0","87.59","0","239","0","-0.4","5.96","114","148","108","150","284","315","299"
"50",650333,"Luis Arraez","250","20.0","0.469","0.122","0.449","0.592","0.450","0.359","0.360","23","49","86.4","10.5","2203","88.9","88.61","0","50","0","-0.3","5.98","111","147","104","149","285","313","297"
"132",553902,"Willians Astudillo","403","32.8","0.273","0.125","0.248","0.398","0.279","0.333","0.309","35","128","86.3","14.8","2250","88.3","87.96","0","132","0","-0.3","6.02","108","150","116","145","299","315","282"
"64",608475,"Dawel Lugo","307","20.8","0.270","0.143","0.254","0.413","0.284","0.338","0.328","17","63","86.3","4.5","2254","87.4","86.93","0","64","0","-0.5","5.86","110","152","116","148","301","321","284"
"1",570240,"Felix Pena","5","20.0","0.000","0.000","0.000","0.000","0.000","0.104","0.118","0","1","86.3","-15.0","2086","93.4","94.60","0","1","0","1.2","6.63","122","150","115","150","283","291","268"
"8",605244,"Aramis Garcia","61","13.1","0.375","0.750","0.167","1.125","0.618","0.365","0.260","3","8","86.3","24.5","2274","86.3","86.06","0","8","0","-0.2","5.95","105","151","111","143","302","321","291"
"46",572191,"Michael A. Taylor","345","13.3","0.364","0.114","0.364","0.477","0.362","0.370","0.323","16","44","86.3","6.3","2286","88.6","88.41","0","46","0","-0.2","6.04","106","152","108","145","305","323","297"
"84",607043,"Brandon Nimmo","686","12.2","0.317","0.195","0.288","0.512","0.348","0.350","0.326","26","82","86.3","11.8","2169","89.4","88.99","0","84","0","-0.4","6.07","114","155","110","151","293","322","304"
"134",455139,"Robinson Chirinos","1010","13.3","0.359","0.375","0.283","0.734","0.445","0.372","0.304","46","128","86.3","18.9","2216","88.2","87.69","0","134","0","-0.5","5.99","105","151","115","146","293","324","291"
"73",450314,"Ben Zobrist","415","17.6","0.282","0.014","0.274","0.296","0.246","0.305","0.310","20","71","86.3","3.7","2221","88.1","87.68","0","73","0","-0.4","5.97","113","157","118","148","289","319","299"
"68",608700,"Kevin Plawecki","356","19.1","0.224","0.179","0.197","0.403","0.260","0.289","0.248","15","67","86.2","16.4","2183","90.2","89.81","0","68","0","-0.4","5.98","103","148","116","143","294","319","290"
"20",657145,"Mark Zagunis","189","10.6","0.450","0.150","0.450","0.600","0.451","0.414","0.395","9","20","86.2","0.6","2332","86.9","86.39","0","20","0","-0.5","5.97","111","150","118","146","300","320","292"
"22",642162,"Pat Valaika","187","11.8","0.182","0.182","0.143","0.364","0.229","0.257","0.190","4","22","86.2","28.5","2325","86.3","85.83","0","22","0","-0.5","5.78","107","151","111","147","309","327","292"
"94",501571,"Juan Lagares","587","16.0","0.272","0.120","0.253","0.391","0.281","0.284","0.270","25","92","86.2","4.0","2231","88.8","88.32","0","94","0","-0.5","5.99","106","149","105","147","304","320","291"
"51",608384,"Nick Williams","343","14.9","0.275","0.137","0.260","0.412","0.293","0.386","0.355","14","51","86.2","12.5","2220","89.1","88.90","0","51","0","-0.2","6.06","116","150","118","149","291","321","301"
"121",664056,"Harrison Bader","861","14.1","0.311","0.252","0.272","0.563","0.365","0.388","0.330","37","119","86.1","12.8","2255","88.4","88.13","0","121","0","-0.3","6.04","106","151","109","146","306","325","298"
"159",621514,"Christin Stewart","928","17.1","0.303","0.219","0.268","0.523","0.340","0.377","0.325","47","155","86.1","21.0","2137","89.0","88.57","0","159","0","-0.4","5.98","114","154","124","150","292","323","297"
"235",595777,"Jurickson Profar","1175","20.0","0.256","0.192","0.222","0.449","0.297","0.326","0.290","60","234","86.1","14.0","2164","88.3","87.87","0","235","0","-0.4","5.94","110","148","113","150","292","322","295"
"163",571718,"Brian Goodwin","1050","15.5","0.384","0.220","0.348","0.604","0.413","0.380","0.344","61","159","86.1","14.2","2170","87.1","86.59","0","163","0","-0.5","5.94","113","147","117","149","292","319","300"
"89",641487,"J.P. Crawford","572","15.6","0.432","0.239","0.414","0.670","0.463","0.426","0.412","38","88","86.1","15.5","2142","88.5","88.06","0","89","0","-0.4","5.94","113","151","114","150","286","315","300"
"2",592717,"Aaron Sanchez","6","33.3","0.000","0.000","0.000","0.000","0.000","0.270","0.265","0","2","86.1","-6.5","2128","87.7","87.48","0","2","0","-0.2","5.69","130","152","117","147","313","324","296"
"49",621446,"Lewis Brinson","305","16.1","0.313","0.104","0.313","0.417","0.313","0.362","0.340","15","48","86.1","12.9","2266","89.4","88.90","0","49","0","-0.5","6.01","105","151","114","146","306","320","293"
"234",605412,"Joe Panik","1156","20.2","0.268","0.108","0.255","0.377","0.273","0.300","0.273","62","231","86.0","13.7","2192","89.5","89.06","0","234","0","-0.4","5.93","117","152","109","150","285","318","302"
"262",514917,"Cesar Hernandez","1265","20.7","0.328","0.174","0.306","0.502","0.349","0.323","0.314","85","259","86.0","8.9","2194","88.4","88.14","0","262","0","-0.3","6.07","111","148","107","148","288","316","294"
"1",571863,"Matt Koch","25","4.0","0.000","0.000","0.000","0.000","0.000","0.093","0.074","0","1","86.0","28.0","1509","60.6","58.47","0","1","0","-2.1","4.68","124","152","127","153","288","325","300"
"14",543148,"Tim Federowicz","153","9.2","0.500","0.583","0.400","1.083","0.662","0.683","0.572","6","12","85.9","17.5","2169","88.0","87.73","0","14","0","-0.3","5.96","105","150","112","144","293","320","285"
"95",425772,"Jeff Mathis","553","17.2","0.223","0.096","0.204","0.319","0.230","0.258","0.247","21","94","85.9","16.6","2219","88.4","87.81","0","95","0","-0.6","5.89","107","150","113","146","298","319","289"
"115",527038,"Wilmer Flores","524","21.9","0.316","0.132","0.301","0.447","0.324","0.302","0.298","36","114","85.9","15.0","2292","89.4","89.03","0","115","0","-0.4","6.00","108","152","116","148","303","322","292"
"84",446359,"Zack Cozart","395","21.3","0.148","0.025","0.143","0.173","0.134","0.259","0.249","12","81","85.9","21.5","2230","89.0","88.33","0","84","0","-0.7","5.88","103","151","115","146","300","319","291"
"13",643524,"Frank Schwindel","49","26.5","0.077","0.000","0.077","0.077","0.068","0.195","0.188","1","13","85.8","20.5","2225","90.0","90.01","0","13","0","0.0","6.00","109","154","117","145","304","327","305"
"8",622682,"Victor Reyes","36","22.2","0.250","0.000","0.250","0.250","0.220","0.373","0.384","2","8","85.8","-0.9","1996","88.0","86.49","0","8","0","-1.5","6.05","123","150","98","153","290","320","298"
"3",663531,"Logan Allen","6","50.0","0.333","0.000","0.333","0.333","0.293","0.218","0.246","1","3","85.8","-18.7","2249","96.4","96.22","0","3","0","-0.2","6.21","122","155","114","152","296","301","265"
"255",607680,"Kevin Pillar","1011","25.2","0.271","0.187","0.237","0.458","0.304","0.313","0.288","68","251","85.7","15.1","2243","88.9","88.54","0","255","0","-0.4","5.93","106","151","110","145","302","323","291"
"241",516782,"Starling Marte","1129","21.3","0.338","0.241","0.300","0.578","0.384","0.400","0.362","80","237","85.7","7.5","2242","89.0","88.72","0","241","0","-0.3","6.01","104","149","108","145","304","321","291"
"58",605612,"Harold Castro","287","20.2","0.357","0.125","0.339","0.482","0.354","0.370","0.368","20","56","85.7","4.6","2148","87.7","87.37","0","58","0","-0.3","6.03","115","149","105","150","280","314","294"
"35",456124,"Erik Kratz","188","18.6","0.143","0.143","0.118","0.286","0.180","0.204","0.204","5","35","85.7","21.1","2297","89.8","89.30","0","35","0","-0.5","5.92","113","152","118","146","300","314","291"
"79",465041,"Francisco Cervelli","489","16.2","0.269","0.077","0.260","0.346","0.266","0.296","0.279","21","78","85.7","10.4","2222","89.2","88.87","0","79","0","-0.3","6.03","107","149","114","145","299","318","290"
"44",542932,"Jon Berti","276","15.9","0.326","0.186","0.286","0.512","0.349","0.388","0.366","14","43","85.7","7.5","2334","89.3","89.09","0","44","0","-0.2","6.18","111","150","110","146","299","313","283"
"56",596119,"Blake Swihart","397","14.1","0.268","0.232","0.212","0.500","0.324","0.339","0.311","15","56","85.6","12.1","2278","88.2","87.70","0","56","0","-0.5","5.86","109","150","119","150","293","321","301"
"8",502570,"Rocky Gale","54","14.8","0.250","0.000","0.250","0.250","0.220","0.291","0.301","2","8","85.6","16.1","2355","85.9","85.53","0","8","0","-0.4","6.01","109","157","115","147","300","305","282"
"182",553882,"Omar Narvaez","1075","16.9","0.367","0.222","0.322","0.589","0.403","0.340","0.303","66","180","85.6","17.9","2167","88.2","87.80","0","182","0","-0.4","5.98","115","154","122","150","284","314","300"
"84",602922,"Jose Rondon","544","15.4","0.265","0.108","0.247","0.373","0.274","0.287","0.283","22","83","85.6","6.2","2203","86.8","86.62","0","84","0","-0.2","6.06","103","148","112","144","297","320","285"
"18",456030,"Dustin Pedroia","77","23.4","0.111","0.000","0.111","0.111","0.098","0.215","0.209","2","18","85.6","6.3","2122","89.8","89.21","0","18","0","-0.6","5.90","103","146","112","143","292","312","283"
"37",543194,"Isaac Galloway","192","19.3","0.243","0.027","0.243","0.270","0.224","0.327","0.297","9","37","85.6","15.2","2167","88.9","88.64","0","37","0","-0.3","6.12","109","151","106","148","299","317","287"
"1",547888,"Masahiro Tanaka","5","20.0","0.000","0.000","0.000","0.000","0.000","0.081","0.124","0","1","85.5","-51.0","2796","80.6","80.13","0","1","0","-0.5","6.04","119","152","126","154","291","305","264"
"125",467827,"Gerardo Parra","636","19.7","0.282","0.177","0.250","0.460","0.313","0.339","0.311","35","124","85.5","10.6","2185","88.3","88.00","0","125","0","-0.3","5.98","113","149","108","146","284","316","305"
"167",570560,"Yolmer Sanchez","1000","16.7","0.327","0.074","0.321","0.401","0.313","0.306","0.307","53","162","85.5","10.9","2208","88.5","88.19","0","167","0","-0.3","6.02","108","146","103","146","284","313","294"
"128",435559,"Kurt Suzuki","566","22.6","0.325","0.270","0.269","0.595","0.383","0.366","0.330","41","126","85.4","17.9","2265","89.3","88.98","0","128","0","-0.3","6.00","108","151","117","146","301","321","297"
"50",656185,"Greg Allen","280","17.9","0.234","0.213","0.213","0.447","0.278","0.334","0.277","11","47","85.3","11.9","2210","90.4","90.16","0","50","0","-0.2","6.07","105","145","102","144","279","309","290"
"87",641477,"Ryan Cordell","586","14.8","0.357","0.167","0.333","0.524","0.377","0.367","0.335","30","84","85.3","12.2","2198","88.1","87.75","0","87","0","-0.3","5.98","105","149","110","145","298","322","288"
"112",543281,"Josh Harrison","540","20.7","0.218","0.109","0.207","0.327","0.228","0.317","0.290","24","110","85.3","19.5","2263","88.7","88.06","0","112","0","-0.6","5.88","104","149","110","145","298","321","282"
"174",519299,"Eric Sogard","936","18.6","0.363","0.244","0.321","0.607","0.404","0.313","0.305","61","168","85.3","19.4","2228","89.4","88.99","0","174","0","-0.4","5.99","111","146","110","150","282","317","298"
"119",608597,"Ronald Guzman","764","15.6","0.313","0.322","0.259","0.635","0.383","0.435","0.364","36","115","85.3","15.3","2191","87.5","86.88","0","119","0","-0.6","5.87","115","152","124","148","292","324","304"
"119",545350,"Jake Marisnick","715","16.6","0.362","0.319","0.315","0.681","0.439","0.358","0.316","42","116","85.3","5.6","2166","88.1","87.55","0","119","0","-0.5","5.96","101","150","108","145","293","325","288"
"19",595885,"Greg Bird","206","9.2","0.316","0.158","0.278","0.474","0.338","0.408","0.354","6","19","85.3","7.8","2298","87.1","86.40","0","19","0","-0.7","5.89","115","164","134","153","298","329","296"
"35",571974,"John Ryan Murphy","266","13.2","0.324","0.441","0.233","0.765","0.453","0.465","0.382","11","34","85.2","13.1","2383","88.1","87.64","0","35","0","-0.5","5.94","104","151","112","146","302","322","291"
"8",543592,"Austin Nola","54","14.8","0.625","0.375","0.571","1.000","0.694","0.341","0.331","5","8","85.2","8.6","2244","88.1","87.67","0","8","0","-0.4","5.89","107","150","120","146","294","314","292"
"71",542979,"Keon Broxton","596","11.9","0.343","0.171","0.313","0.514","0.367","0.381","0.339","24","70","85.2","8.5","2255","86.3","85.75","0","71","0","-0.5","5.85","106","150","110","145","306","323","291"
"42",576397,"Jedd Gyorko","260","16.2","0.262","0.143","0.225","0.405","0.285","0.317","0.276","11","42","85.2","13.3","2245","88.8","88.85","0","42","0","0.1","6.19","110","152","118","147","306","325","297"
"186",605480,"Mallex Smith","1099","16.9","0.321","0.185","0.300","0.505","0.349","0.332","0.318","59","184","85.2","10.2","2204","89.6","89.15","0","186","0","-0.4","5.95","108","144","97","145","274","305","296"
"78",607776,"Mac Williamson","563","13.9","0.256","0.167","0.216","0.423","0.289","0.327","0.310","20","78","85.2","8.4","2254","89.7","89.19","0","78","0","-0.5","5.86","109","151","120","146","305","320","293"
"113",594824,"Greg Garcia","726","15.6","0.357","0.214","0.336","0.571","0.390","0.325","0.314","40","112","85.2","1.3","2257","89.0","88.47","0","113","0","-0.5","5.87","114","149","108","150","289","320","302"
"193",546991,"Albert Almora Jr.","876","22.0","0.298","0.170","0.269","0.468","0.325","0.312","0.299","56","188","85.1","8.1","2279","88.8","88.52","0","193","0","-0.3","6.01","107","150","109","146","299","320","291"
"156",451594,"Dexter Fowler","1049","14.9","0.338","0.214","0.299","0.552","0.376","0.383","0.353","52","154","85.1","13.0","2161","88.7","88.54","0","156","0","-0.2","6.09","115","153","118","153","299","325","302"
"1",592229,"Dylan Covey","10","10.0","0.000","0.000","0.000","0.000","0.000","0.041","0.042","0","1","85.1","-33.0","2288","86.9","86.76","0","1","0","-0.1","5.84","130","149","118","151","297","286","274"
"76",643396,"Isiah Kiner-Falefa","485","15.7","0.333","0.160","0.324","0.493","0.352","0.316","0.311","25","75","85.1","3.6","2265","87.8","87.30","0","76","0","-0.5","5.95","107","150","113","145","301","314","285"
"30",488721,"Peter Bourjos","175","17.1","0.138","0.034","0.133","0.172","0.130","0.224","0.198","4","29","85.1","20.9","2211","86.2","85.86","0","30","0","-0.3","6.01","102","149","103","143","299","317","291"
"25",457708,"Justin Upton","180","13.9","0.440","0.400","0.364","0.840","0.540","0.524","0.411","11","25","85.0","18.1","2251","90.8","90.45","0","25","0","-0.3","6.04","105","150","121","145","318","331","302"
"29",620446,"Richard Urena","149","19.5","0.370","0.111","0.370","0.481","0.367","0.295","0.275","10","27","85.0","3.7","2256","89.5","88.72","0","29","0","-0.8","5.83","106","148","105","148","285","321","294"
"20",596117,"Garrett Stubbs","84","23.8","0.200","0.050","0.200","0.250","0.194","0.250","0.249","4","20","85.0","8.4","2255","89.3","88.58","0","20","0","-0.7","5.76","114","145","100","148","283","317","296"
"17",506433,"Yu Darvish","113","15.0","0.200","0.000","0.188","0.200","0.165","0.233","0.213","3","15","84.9","-3.1","2285","88.3","87.83","0","17","0","-0.5","5.94","116","149","108","147","288","306","273"
"12",641645,"Luis Guillorme","91","13.2","0.250","0.000","0.250","0.250","0.220","0.248","0.256","3","12","84.9","16.6","2168","88.8","88.21","0","12","0","-0.6","6.03","114","151","113","152","277","315","304"
"6",656514,"Adam Haseley","38","15.8","0.167","0.167","0.167","0.333","0.208","0.177","0.190","1","6","84.9","18.5","2157","88.6","88.73","0","6","0","0.1","6.37","123","152","116","152","297","323","313"
"134",622534,"Manuel Margot","720","18.6","0.316","0.135","0.300","0.451","0.329","0.306","0.306","42","133","84.9","15.4","2295","88.2","87.81","0","134","0","-0.4","5.96","104","150","108","146","306","322","293"
"34",608686,"Jack Mayfield","152","22.4","0.176","0.206","0.152","0.382","0.232","0.201","0.183","6","34","84.9","18.5","2196","88.1","87.44","0","34","0","-0.7","5.83","105","151","110","147","293","319","287"
"6",669203,"Corbin Burnes","30","20.0","0.400","0.000","0.400","0.400","0.352","0.343","0.378","2","5","84.8","-18.5","2063","89.2","89.52","0","6","0","0.3","6.41","108","146","106","147","287","299","269"
"22",605540,"Brandon Woodruff","157","14.0","0.571","0.190","0.571","0.762","0.573","0.428","0.431","12","21","84.8","2.7","2177","89.1","89.14","0","22","0","0.0","6.20","116","147","111","149","286","310","295"
"219",543939,"Kolten Wong","1065","20.6","0.288","0.163","0.261","0.451","0.311","0.294","0.276","62","215","84.8","12.9","2194","89.4","89.34","0","219","0","-0.1","6.14","109","148","105","149","293","322","303"
"98",606988,"Grayson Greiner","678","14.5","0.258","0.186","0.215","0.443","0.294","0.289","0.265","25","97","84.7","12.4","2313","89.4","88.74","0","98","0","-0.7","5.84","110","151","120","148","299","321","286"
"161",547982,"Leonys Martin","1023","15.7","0.297","0.215","0.255","0.513","0.344","0.330","0.284","47","158","84.7","14.3","2226","89.6","89.16","0","161","0","-0.4","5.94","109","146","108","148","284","318","299"
"118",643393,"Tony Kemp","565","20.9","0.278","0.217","0.241","0.496","0.321","0.274","0.267","32","115","84.7","11.1","2214","89.8","89.39","0","118","0","-0.4","6.07","108","145","104","148","277","315","296"
"52",460026,"Nick Hundley","264","19.7","0.269","0.212","0.240","0.481","0.316","0.277","0.256","14","52","84.7","15.4","2332","87.1","86.81","0","52","0","-0.3","6.04","108","151","119","147","300","322","288"
"25",544931,"Stephen Strasburg","158","15.8","0.125","0.042","0.125","0.167","0.125","0.259","0.252","3","24","84.7","-5.1","2188","91.8","91.81","0","25","0","0.0","6.18","109","151","112","149","295","309","278"
"174",621453,"Steven Duggar","1071","16.2","0.339","0.158","0.318","0.497","0.351","0.360","0.344","58","171","84.6","7.1","2185","89.0","88.67","0","174","0","-0.3","5.98","114","150","105","148","284","317","302"
"166",621028,"Kevin Newman","764","21.7","0.384","0.183","0.363","0.567","0.404","0.332","0.331","63","164","84.5","6.5","2224","88.4","88.09","0","166","0","-0.3","5.99","106","151","108","147","305","318","285"
"30",640460,"Dustin Peterson","188","16.0","0.333","0.133","0.333","0.467","0.342","0.262","0.261","10","30","84.5","11.0","2244","88.4","87.81","0","30","0","-0.6","6.00","109","151","116","147","296","318","282"
"111",641856,"Billy McKinney","606","18.3","0.296","0.213","0.267","0.509","0.338","0.327","0.304","32","108","84.5","14.2","2269","88.5","87.97","0","111","0","-0.5","5.98","113","151","114","152","287","321","299"
"251",664058,"David Fletcher","1220","20.6","0.320","0.124","0.305","0.444","0.327","0.329","0.329","80","250","84.5","9.4","2215","87.8","87.27","0","251","0","-0.5","5.92","105","150","112","146","299","315","283"
"2",640470,"Adbert Alzolay","13","15.4","0.000","0.000","0.000","0.000","0.000","0.182","0.190","0","2","84.5","-3.0","2421","94.8","95.25","0","2","0","0.4","6.57","124","152","113","149","292","303","282"
"25",622569,"Pablo Reyes","162","15.4","0.200","0.000","0.200","0.200","0.176","0.202","0.219","5","25","84.4","15.3","2282","86.4","86.10","0","25","0","-0.3","6.00","104","148","112","141","295","314","282"
"38",543776,"JB Shuck","231","16.5","0.270","0.054","0.270","0.324","0.257","0.299","0.312","10","37","84.3","-2.1","2258","87.4","87.06","0","38","0","-0.3","6.01","115","149","109","150","286","315","298"
"164",621035,"Chris Taylor","1054","15.6","0.384","0.296","0.344","0.679","0.440","0.356","0.328","61","159","84.3","13.1","2243","88.5","88.23","0","164","0","-0.3","6.01","108","150","113","146","304","322","296"
"19",640447,"Phillip Ervin","193","9.8","0.421","0.368","0.389","0.789","0.506","0.371","0.326","8","19","84.3","11.5","2248","87.1","86.68","0","19","0","-0.4","5.92","114","151","111","146","299","317","288"
"2",519144,"Rick Porcello","9","22.2","0.000","0.000","0.000","0.000","0.000","0.066","0.082","0","2","84.3","-20.5","2085","79.9","78.96","0","2","0","-0.9","5.40","112","149","119","154","285","297","273"
"23",594953,"Daniel Palka","191","12.0","0.043","0.000","0.043","0.043","0.038","0.160","0.165","1","23","84.3","11.2","2124","83.7","83.41","0","23","0","-0.3","6.00","112","157","128","137","303","327","305"
"8",663567,"Peter Lambert","37","21.6","0.750","0.000","0.750","0.750","0.660","0.487","0.517","6","8","84.2","16.8","2023","87.6","87.59","0","8","0","0.0","6.03","115","154","111","152","298","307","277"
"8",605446,"Dereck Rodriguez","52","15.4","0.375","0.000","0.375","0.375","0.330","0.347","0.366","3","8","84.2","16.6","2232","88.1","87.90","0","8","0","-0.2","6.13","102","148","111","145","291","308","276"
"76",628338,"Guillermo Heredia","478","15.9","0.324","0.162","0.306","0.486","0.346","0.398","0.393","24","74","84.2","6.5","2206","89.5","89.03","0","76","0","-0.5","6.03","101","150","108","146","296","318","285"
"3",543557,"Mike Montgomery","12","25.0","0.333","0.000","0.333","0.333","0.293","0.290","0.311","1","3","84.2","36.0","2206","90.4","89.95","0","3","0","-0.5","5.93","112","150","113","148","278","301","290"
"6",670712,"Michael Brosseau","37","16.2","0.500","0.333","0.500","0.833","0.562","0.305","0.290","3","6","84.2","22.2","2100","89.6","89.50","0","6","0","-0.1","6.01","104","142","118","136","302","323","282"
"160",572033,"Josh Phegley","768","20.8","0.308","0.263","0.260","0.571","0.363","0.336","0.317","48","156","84.1","19.7","2280","89.0","88.50","0","160","0","-0.5","5.94","107","151","118","146","298","320","287"
"183",606299,"Jose Peraza","768","23.8","0.265","0.138","0.242","0.403","0.282","0.291","0.287","48","181","84.1","18.4","2251","88.2","87.99","0","183","0","-0.2","6.03","105","148","105","146","298","313","279"
"2",642736,"Domingo Leyba","23","8.7","0.500","0.000","0.500","0.500","0.440","0.450","0.482","1","2","84.0","26.5","2571","92.9","93.56","0","2","0","0.7","6.65","124","163","154","151","284","319","305"
"20",425794,"Adam Wainwright","99","20.2","0.222","0.056","0.222","0.278","0.216","0.238","0.234","4","18","83.9","-0.6","2140","87.6","87.58","0","20","0","0.0","6.12","110","148","107","149","297","310","285"
"85",572073,"Joey Rickard","566","15.0","0.282","0.200","0.265","0.482","0.322","0.287","0.274","24","85","83.9","18.3","2237","89.4","89.14","0","85","0","-0.3","6.09","105","152","109","148","294","315","281"
"19",608715,"Eric Stamets","192","9.9","0.118","0.059","0.111","0.176","0.118","0.288","0.236","2","17","83.9","21.3","2278","87.3","87.00","0","19","0","-0.3","5.92","103","149","107","142","291","306","284"
"157",547172,"Tony Wolters","745","21.1","0.351","0.106","0.335","0.457","0.337","0.280","0.291","53","151","83.9","9.3","2244","89.3","89.06","0","157","0","-0.2","5.92","113","150","114","149","289","322","305"
"212",578428,"Jose Iglesias","957","22.2","0.346","0.142","0.329","0.488","0.356","0.326","0.323","73","211","83.9","7.4","2263","88.2","87.98","0","212","0","-0.2","6.03","108","149","110","146","296","312","280"
"1",606959,"Rookie Davis","3","33.3","0.000","0.000","0.000","0.000","0.000","0.092","0.108","0","1","83.8","-49.0","2305","97.0","97.26","0","1","0","0.3","6.24","101","127","95","128","299","297","270"
"189",543829,"Dee Gordon","831","22.7","0.317","0.109","0.299","0.426","0.313","0.284","0.293","58","183","83.7","8.8","2205","88.7","88.50","0","189","0","-0.2","6.06","103","144","94","143","271","305","293"
"17",621559,"Max Moroff","139","12.2","0.250","0.250","0.200","0.500","0.315","0.370","0.349","4","16","83.7","23.9","2199","89.6","89.02","0","17","0","-0.6","5.87","107","144","108","146","285","310","292"
"130",670032,"Nicky Lopez","627","20.7","0.287","0.101","0.281","0.388","0.289","0.273","0.285","37","129","83.7","1.5","2210","87.8","87.53","0","130","0","-0.3","6.00","107","144","100","144","278","310","298"
"3",592779,"Brock Stewart","11","27.3","0.333","0.333","0.333","0.667","0.416","0.282","0.289","1","3","83.7","48.0","1687","70.7","68.79","0","3","0","-1.9","4.47","118","146","113","152","276","308","298"
"59",460576,"Carlos Gomez","369","16.0","0.304","0.214","0.259","0.518","0.342","0.346","0.307","17","56","83.6","16.5","2222","88.4","88.31","0","59","0","-0.1","6.16","106","150","108","146","302","323","294"
"37",609280,"Miguel Andujar","175","21.1","0.167","0.000","0.162","0.167","0.143","0.234","0.215","6","36","83.6","13.6","2175","87.2","86.60","0","37","0","-0.6","5.96","107","153","116","145","298","326","290"
"47",502273,"Mike Freeman","330","14.2","0.419","0.209","0.381","0.628","0.437","0.336","0.322","18","43","83.5","5.1","2206","88.7","88.31","0","47","0","-0.4","5.93","112","146","108","149","281","317","301"
"21",543376,"Caleb Joseph","114","18.4","0.200","0.100","0.200","0.300","0.213","0.334","0.316","4","20","83.5","24.4","2170","89.3","89.16","0","21","0","-0.1","6.12","112","153","118","148","309","320","290"
"24",571437,"Aaron Altherr","182","13.2","0.083","0.167","0.043","0.250","0.137","0.350","0.308","2","24","83.5","11.5","2242","88.4","87.94","0","24","0","-0.5","6.07","111","153","116","147","304","321","293"
"5",621450,"Skye Bolt","30","16.7","0.200","0.200","0.200","0.400","0.249","0.466","0.386","1","5","83.5","19.8","2009","84.4","83.93","0","5","0","-0.5","5.80","115","151","115","150","293","318","305"
"10",621381,"Matt Strahm","80","12.5","0.625","0.250","0.625","0.875","0.642","0.597","0.590","5","8","83.4","0.0","2191","89.3","89.07","0","10","0","-0.2","6.08","112","149","105","147","295","313","277"
"14",460077,"Drew Butera","71","19.7","0.231","0.154","0.231","0.385","0.260","0.361","0.372","3","13","83.4","13.0","2197","89.0","88.85","0","14","0","-0.1","5.96","112","150","114","147","308","321","295"
"16",543699,"Tanner Roark","83","19.3","0.267","0.200","0.214","0.467","0.311","0.362","0.333","4","15","83.4","4.9","2201","87.1","87.28","0","16","0","0.2","6.23","111","146","105","146","291","301","269"
"47",456781,"Donovan Solano","234","20.1","0.370","0.043","0.362","0.413","0.334","0.386","0.382","17","46","83.3","17.4","2312","87.4","87.00","0","47","0","-0.4","5.90","110","152","113","147","303","315","284"
"23",430935,"Cole Hamels","107","21.5","0.143","0.000","0.136","0.143","0.120","0.270","0.282","3","21","83.3","1.4","2270","93.3","93.13","0","23","0","-0.2","6.11","104","143","101","146","280","311","295"
"180",435079,"Ian Kinsler","903","19.9","0.278","0.200","0.244","0.478","0.320","0.274","0.262","50","180","83.3","18.0","2292","88.6","88.18","0","180","0","-0.4","6.00","110","152","112","146","304","323","294"
"53",621563,"Joey Wendle","265","20.0","0.226","0.038","0.226","0.264","0.213","0.279","0.280","12","53","83.2","9.7","2196","88.8","88.13","0","53","0","-0.7","5.98","118","149","109","150","289","318","299"
"40",446481,"Sean Rodriguez","256","15.6","0.306","0.167","0.278","0.472","0.322","0.295","0.259","11","36","83.2","13.9","2188","89.2","88.94","0","40","0","-0.3","6.05","105","149","111","146","302","321","292"
"46",572816,"Corey Dickerson","307","15.0","0.400","0.333","0.364","0.733","0.466","0.304","0.277","18","45","83.2","13.9","2274","85.1","84.65","0","46","0","-0.4","6.00","114","147","115","149","290","321","301"
